time_fs,T_md_K,T_ww_K,DeltaT_K
957600.0003000000,2586.3475311200,2625.4480770800,-39.1005459600
957650.0003000000,2611.5433334700,2575.7899910900,35.7533423800
957700.0003000000,2561.6752897900,2631.3918303900,-69.7165406000
957750.0003000000,2590.9493516900,2571.0316250300,19.9177266600
957800.0003000000,2633.2687514600,2623.5881180500,9.6806334100
957850.0003000000,2570.6506765200,2577.9820546900,-7.3313781700
957900.0003000000,2580.0042189000,2624.1100910500,-44.1058721500
957950.0003000000,2603.3170139900,2575.3007984100,28.0162155800
958000.0003000000,2594.0834227400,2626.5284931700,-32.4450704300
958050.0003000000,2608.6493906700,2571.1047307200,37.5446599500
958100.0003000000,2579.6147531800,2617.2146339100,-37.5998807300
958150.0003000000,2608.7883256200,2582.0854916900,26.7028339300
958200.0003000000,2574.6104962500,2608.0542642700,-33.4437680200
958250.0003000000,2654.3129244100,2593.0676199400,61.2453044700
958300.0003000000,2615.1608528600,2595.7829188400,19.3779340200
958350.0003000000,2611.4364972600,2604.1768711500,7.2596261100
958400.0003000000,2595.4302990700,2594.5024805200,0.9278185500
958450.0003000000,2565.6656015900,2600.6409842100,-34.9753826200
958500.0003000000,2601.5136415400,2594.6794859400,6.8341556000
958550.0003000000,2635.4709644100,2611.0488700900,24.4220943200
958600.0003000000,2619.0877922300,2585.4406003200,33.6471919100
958650.0003000000,2588.4910243300,2608.8887874700,-20.3977631400
958700.0003000000,2589.8539378500,2582.9926012600,6.8613365900
958750.0003000000,2547.8808711100,2616.7236532400,-68.8427821300
958800.0003000000,2543.3569062600,2576.3793589300,-33.0224526700
958850.0003000000,2634.9412579300,2615.2164891000,19.7247688300
958900.0003000000,2637.4719082200,2581.0958637600,56.3760444600
958950.0003000000,2610.9566188300,2622.4975258400,-11.5409070100
959000.0003000000,2631.8178824400,2571.8026155600,60.0152668800
959050.0003000000,2630.6150566800,2628.8161325100,1.7989241700
959100.0003000000,2598.4168753200,2570.9387032700,27.4781720500
959150.0003000000,2620.9537414100,2627.7238928200,-6.7701514100
959200.0003000000,2619.2666742700,2571.6624557600,47.6042185100
959250.0003000000,2566.4382372500,2624.5111055100,-58.0728682600
959300.0003000000,2596.1316230500,2578.3652712000,17.7663518500
959350.0003000000,2557.9459981600,2614.6305660300,-56.6845678700
959400.0003000000,2621.6922589400,2591.3559712900,30.3362876500
959450.0003000000,2631.6322919800,2604.1728673200,27.4594246600
959500.0003000000,2657.8039579000,2603.7935226800,54.0104352200
959550.0003000000,2636.9188941000,2601.5106114900,35.4082826100
959600.0003000000,2595.6221860200,2598.5825253500,-2.9603393300
959650.0003000000,2522.0352409300,2596.8579503400,-74.8227094100
959700.0003000000,2596.8785527500,2610.1281199800,-13.2495672300
959750.0003000000,2581.4420391400,2588.9042370900,-7.4621979500
959800.0003000000,2577.7648868800,2610.8360535100,-33.0711666300
959850.0003000000,2599.4629968000,2587.8741804200,11.5888163800
959900.0003000000,2622.3325462300,2613.0768782500,9.2556679800
959950.0003000000,2628.3662325900,2583.8134493900,44.5527832000
960000.0003000000,2580.9140231500,2618.8640837200,-37.9500605700
960050.0003000000,2611.9053826600,2586.8123530700,25.0930295900
960100.0003000000,2586.0885847400,2620.3097624900,-34.2211777500
960150.0003000000,2648.1896816800,2588.9396859100,59.2499957700
960200.0003000000,2610.8485546500,2612.1650486700,-1.3164940200
960250.0003000000,2630.2372506400,2581.1035004500,49.1337501900
960300.0003000000,2567.3396026600,2607.7120061600,-40.3724035000
960350.0003000000,2630.5872079300,2589.9008286900,40.6863792400
960400.0003000000,2626.6302699500,2622.7584181600,3.8718517900
960450.0003000000,2640.4062081900,2582.3432276600,58.0629805300
960500.0003000000,2639.6076604700,2621.0096692700,18.5979912000
960550.0003000000,2586.4479059000,2578.6235069700,7.8243989300
960600.0003000000,2551.5947364100,2615.6543449600,-64.0596085500
960650.0003000000,2570.8147383800,2569.6195933900,1.1951449900
960700.0003000000,2598.0933537400,2619.8436255000,-21.7502717600
960750.0003000000,2607.3654731400,2574.4891245600,32.8763485800
960800.0003000000,2599.7768663800,2617.6196523100,-17.8427859300
960850.0003000000,2621.7749747000,2569.5561634700,52.2188112300
960900.0003000000,2588.2713966900,2618.5494387100,-30.2780420200
960950.0003000000,2617.5379230200,2579.8780220700,37.6599009500
961000.0003000000,2642.1854414700,2613.6792625300,28.5061789400
961050.0003000000,2613.7853460200,2576.5355538400,37.2497921800
961100.0003000000,2614.9058354400,2615.7929853100,-0.8871498700
961150.0003000000,2599.1561789700,2584.3396443900,14.8165345800
961200.0003000000,2625.2384110600,2617.7554684100,7.4829426500
961250.0003000000,2566.6537787200,2584.5969456100,-17.9431668900
961300.0003000000,2518.9821062400,2541.1125975800,-22.1304913400
961350.0003000000,2588.4197405700,2559.3693365500,29.0504040200
961400.0003000000,2531.0079251400,2545.2580634200,-14.2501382800
961450.0003000000,2507.9205663300,2537.7172913000,-29.7967249700
961500.0003000000,2563.2806930700,2584.9868369300,-21.7061438600
961550.0003000000,2586.4181174700,2519.9803064700,66.4378110000
961600.0003000000,2540.7610517400,2598.1713416200,-57.4102898800
961650.0003000000,2556.7881147600,2497.1387526100,59.6493621500
961700.0003000000,2533.3847275000,2595.7436658500,-62.3589383500
961750.0003000000,2555.7893932800,2509.4282396200,46.3611536600
961800.0003000000,2636.8235355700,2591.5754560000,45.2480795700
961850.0003000000,2494.7800128400,2523.1067259100,-28.3267130700
961900.0003000000,2527.9091343700,2573.6908940800,-45.7817597100
961950.0003000000,2588.2583932300,2531.7349271700,56.5234660600
962000.0003000000,2552.2380035900,2564.2410626200,-12.0030590300
962050.0003000000,2539.7726227000,2543.5933669400,-3.8207442400
962100.0003000000,2533.0388920900,2544.8958397700,-11.8569476800
962150.0003000000,2531.8893150400,2556.9084899900,-25.0191749500
962200.0003000000,2539.2236738400,2537.7279288800,1.4957449600
962250.0003000000,2562.9760149400,2563.3967574200,-0.4207424800
962300.0003000000,2587.9189106100,2521.2358209600,66.6830896500
962350.0003000000,2560.5212338300,2580.6949451100,-20.1737112800
962400.0003000000,2558.6906446600,2532.9641708800,25.7264737800
962450.0003000000,2611.2705811900,2576.3989214900,34.8716597000
962500.0003000000,2517.6385847100,2521.5694872600,-3.9309025500
962550.0003000000,2525.8627022700,2568.4339683700,-42.5712661000
962600.0003000000,2534.2138112600,2528.5154785500,5.6983327100
962650.0003000000,2530.3050019900,2568.2685176300,-37.9635156400
962700.0003000000,2574.7909462300,2542.6856582100,32.1052880200
962750.0003000000,2511.5506595400,2554.0010922100,-42.4504326700
962800.0003000000,2528.4791269600,2554.0205760200,-25.5414490600
962850.0003000000,2537.7487584600,2548.6159357500,-10.8671772900
962900.0003000000,2577.2451988500,2549.6628293400,27.5823695100
962950.0003000000,2546.6686743600,2532.1805163400,14.4881580200
963000.0003000000,2543.0848482400,2566.4662768000,-23.3814285600
963050.0003000000,2568.4495206000,2531.6343057600,36.8152148400
963100.0003000000,2597.1216775000,2578.9852411700,18.1364363300
963150.0003000000,2571.7833502200,2525.7887773700,45.9945728500
963200.0003000000,2495.7583861500,2573.1728661900,-77.4144800400
963250.0003000000,2601.7536094800,2536.3981693600,65.3554401200
963300.0003000000,2529.1837230100,2563.1478798500,-33.9641568400
963350.0003000000,2562.9512797300,2525.0781828800,37.8730968500
963400.0003000000,2566.8242589000,2570.2171710400,-3.3929121400
963450.0003000000,2539.0752732900,2542.5233786600,-3.4481053700
963500.0003000000,2508.8238634700,2561.9795585200,-53.1556950500
963550.0003000000,2574.0735798100,2546.1978555700,27.8757242400
963600.0003000000,2480.0849521800,2553.5431575200,-73.4582053400
963650.0003000000,2536.4043373800,2530.5134601300,5.8908772500
963700.0003000000,2556.0948149800,2552.0569178300,4.0378971500
963750.0003000000,2540.6299799000,2551.6115654500,-10.9815855500
963800.0003000000,2539.6370452500,2545.7644130500,-6.1273678000
963850.0003000000,2548.3114542800,2550.3310905500,-2.0196362700
963900.0003000000,2570.7164790800,2547.5333858500,23.1830932300
963950.0003000000,2474.5517771400,2554.8567795600,-80.3050024200
964000.0003000000,2565.1062717700,2541.2223621900,23.8839095800
964050.0003000000,2567.1081631300,2569.0126504400,-1.9044873100
964100.0003000000,2510.1069940900,2536.0612620700,-25.9542679800
964150.0003000000,2578.4599623000,2570.3712052400,8.0887570600
964200.0003000000,2580.9415036200,2531.4268583300,49.5146452900
964250.0003000000,2554.9093410200,2560.5150378200,-5.6056968000
964300.0003000000,2518.0883435900,2529.4772412500,-11.3888976600
964350.0003000000,2521.7351978200,2570.0483264400,-48.3131286200
964400.0003000000,2554.6274467100,2533.2781150000,21.3493317100
964450.0003000000,2474.6846595900,2558.2654004300,-83.5807408400
964500.0003000000,2555.8891797700,2543.2395878800,12.6495918900
964550.0003000000,2566.1730234800,2564.8014280400,1.3715954400
964600.0003000000,2575.7243892600,2540.1299262500,35.5944630100
964650.0003000000,2501.9070627200,2574.3340818600,-72.4270191400
964700.0003000000,2575.8021628700,2542.3025799500,33.4995829200
964750.0003000000,2585.2802345500,2560.6741614700,24.6060730800
964800.0003000000,2516.1490538900,2531.7830543000,-15.6340004100
964850.0003000000,2535.5701007400,2574.1742525500,-38.6041518100
964900.0003000000,2534.7959579500,2529.8123397300,4.9836182200
964950.0003000000,2610.6524168900,2556.0719133800,54.5805035100
965000.0003000000,2553.2454942200,2536.4134962200,16.8319980000
965050.0003000000,2577.2277769300,2566.2388336400,10.9889432900
965100.0003000000,2542.0718366400,2544.6083363300,-2.5364996900
965150.0003000000,2531.5181777100,2556.8875284700,-25.3693507600
965200.0003000000,2558.5140267200,2550.2617562700,8.2522704500
965250.0003000000,2549.4036515300,2547.5560659200,1.8475856100
965300.0003000000,2541.8502485200,2559.9959881900,-18.1457396700
965350.0003000000,2567.5910142900,2549.2068931700,18.3841211200
965400.0003000000,2624.4164848700,2566.6891435900,57.7273412800
965450.0003000000,2561.9187245000,2530.3569139100,31.5618105900
965500.0003000000,2550.2175595200,2564.6780952800,-14.4605357600
965550.0003000000,2489.3923319400,2536.5947980200,-47.2024660800
965600.0003000000,2537.1765384500,2566.3160173000,-29.1394788500
965650.0003000000,2553.0466155000,2538.1419090500,14.9047064500
965700.0003000000,2530.6590835400,2564.8869236700,-34.2278401300
965750.0003000000,2496.7414578600,2541.7428154300,-45.0013575700
965800.0003000000,2579.9733387100,2567.7385841700,12.2347545400
965850.0003000000,2600.6865545700,2542.8831413000,57.8034132700
965900.0003000000,2572.1306254300,2556.6133937900,15.5172316400
965950.0003000000,2504.8680264700,2551.2808584200,-46.4128319500
966000.0003000000,2535.4101061700,2555.2021707900,-19.7920646200
966050.0003000000,2596.9336631700,2548.0881527400,48.8455104300
966100.0003000000,2570.6487762400,2538.4229828600,32.2257933800
966150.0003000000,2533.4955276100,2562.1778733000,-28.6823456900
966200.0003000000,2540.4428384200,2533.3086523300,7.1341860900
966250.0003000000,2503.3261477200,2549.8567008500,-46.5305531300
966300.0003000000,2546.2968252900,2552.3894325000,-6.0926072100
966350.0003000000,2516.2221499800,2544.5597631700,-28.3376131900
966400.0003000000,2564.6739022100,2557.8656731200,6.8082290900
966450.0003000000,2521.4794131500,2545.4767463300,-23.9973331800
966500.0003000000,2526.2447339700,2553.2468002900,-27.0020663200
966550.0003000000,2538.8409343600,2544.1088733900,-5.2679390300
966600.0003000000,2561.5544483000,2548.0706214300,13.4838268700
966650.0003000000,2586.9487699000,2557.4402576300,29.5085122700
966700.0003000000,2575.0481815500,2540.3293860600,34.7187954900
966750.0003000000,2551.6656981600,2558.2777092700,-6.6120111100
966800.0003000000,2552.1824010700,2536.7305747000,15.4518263700
966850.0003000000,2554.3676006400,2549.4782909800,4.8893096600
966900.0003000000,2534.5370249800,2540.4515909700,-5.9145659900
966950.0003000000,2560.1344373000,2556.9324615400,3.2019757600
967000.0003000000,2598.2872625800,2537.7615313400,60.5257312400
967050.0003000000,2566.2076437500,2554.3699132800,11.8377304700
967100.0003000000,2585.4605778300,2549.5847118200,35.8758660100
967150.0003000000,2522.3005602100,2548.4664695000,-26.1659092900
967200.0003000000,2540.0097012200,2560.4907705700,-20.4810693500
967250.0003000000,2541.1037779400,2541.1020087600,0.0017691800
967300.0003000000,2561.3356189900,2556.5195379700,4.8160810200
967350.0003000000,2538.9800415600,2544.6632226500,-5.6831810900
967400.0003000000,2612.4140526700,2562.2290627000,50.1849899700
967450.0003000000,2514.0547898200,2541.3173609800,-27.2625711600
967500.0003000000,2536.7910825300,2569.0110766900,-32.2199941600
967550.0003000000,2537.2927893200,2540.6235435900,-3.3307542700
967600.0003000000,2555.6100945100,2565.5157923800,-9.9056978700
967650.0003000000,2537.7717564000,2531.9049175500,5.8668388500
967700.0003000000,2558.8286984800,2564.6861274600,-5.8574289800
967750.0003000000,2572.8078686900,2544.2572857000,28.5505829900
967800.0003000000,2578.6706200200,2549.3341066600,29.3365133600
967850.0003000000,2499.3861489400,2562.7916814600,-63.4055325200
967900.0003000000,2577.3272412000,2552.8071688400,24.5200723600
967950.0003000000,2467.5945831400,2557.7511493800,-90.1565662400
968000.0003000000,2566.4211618500,2530.3679890100,36.0531728400
968050.0003000000,2565.2577343000,2570.0269326600,-4.7691983600
968100.0003000000,2566.1528944400,2527.6836007400,38.4692937000
968150.0003000000,2525.0996591600,2570.0508878200,-44.9512286600
968200.0003000000,2527.0883291100,2519.8284469600,7.2598821500
968250.0003000000,2566.0584215100,2585.5527387400,-19.4943172300
968300.0003000000,2548.5168809200,2520.4039107100,28.1129702100
968350.0003000000,2480.2640094000,2585.1107216500,-104.8467122500
968400.0003000000,2537.1384057100,2522.7175891100,14.4208166000
968450.0003000000,2587.7745129300,2567.7816536000,19.9928593300
968500.0003000000,2604.6628505000,2536.4291712900,68.2336792100
968550.0003000000,2543.0521070400,2564.0937144400,-21.0416074000
968600.0003000000,2562.5671653200,2546.4897507800,16.0774145400
968650.0003000000,2583.3056876700,2553.0304537800,30.2752338900
968700.0003000000,2557.9754909300,2562.4947860300,-4.5192951000
968750.0003000000,2611.9713174500,2530.1024471500,81.8688703000
968800.0003000000,2558.4553687400,2571.4118932500,-12.9565245100
968850.0003000000,2562.6244320100,2521.3073578800,41.3170741300
968900.0003000000,2546.2404312600,2579.0937363900,-32.8533051300
968950.0003000000,2551.2271361100,2517.7315140900,33.4956220200
969000.0003000000,2597.1617225400,2594.4236967500,2.7380257900
969050.0003000000,2572.2813874800,2502.6547727500,69.6266147300
969100.0003000000,2536.3531244500,2587.2659814300,-50.9128569800
969150.0003000000,2584.6295414700,2507.1387804700,77.4907610000
969200.0003000000,2524.7330267500,2591.0214833300,-66.2884565800
969250.0003000000,2512.4726836100,2503.0966112300,9.3760723800
969300.0003000000,2534.2853100400,2587.5384014200,-53.2530913800
969350.0003000000,2555.1874367600,2526.7960463400,28.3913904200
969400.0003000000,2540.3427700100,2565.1057579500,-24.7629879400
969450.0003000000,2620.9005092300,2532.6657484900,88.2347607400
969500.0003000000,2477.3483732500,2538.6450035800,-61.2966303300
969550.0003000000,2454.1554338300,2458.6524540000,-4.4970201700
969600.0003000000,2519.7941754100,2536.6482339700,-16.8540585600
969650.0003000000,2435.0595452100,2473.0319408000,-37.9723955900
969700.0003000000,2479.7306039100,2515.2164842500,-35.4858803400
969750.0003000000,2548.3481055900,2504.1831502300,44.1649553600
969800.0003000000,2519.0620753300,2488.4844588700,30.5776164600
969850.0003000000,2520.8283245800,2523.9238110300,-3.0954864500
969900.0003000000,2451.8037585300,2463.0969518000,-11.2931932700
969950.0003000000,2522.9428971300,2546.1291348400,-23.1862377100
970000.0003000000,2510.1446526400,2456.2808934700,53.8637591700
970050.0003000000,2501.8545473300,2550.8520438600,-48.9974965300
970100.0003000000,2448.6795953800,2460.3699453100,-11.6903499300
970150.0003000000,2489.9601755800,2536.2050584800,-46.2448829000
970200.0003000000,2503.5766818000,2464.9928028200,38.5838789800
970250.0003000000,2534.7036036500,2522.4799150700,12.2236885800
970300.0003000000,2516.5457816700,2487.5210397300,29.0247419400
970350.0003000000,2490.1229605400,2498.2056110900,-8.0826505500
970400.0003000000,2497.8179239300,2507.7183344900,-9.9004105600
970450.0003000000,2479.1024451000,2483.7564972000,-4.6540521000
970500.0003000000,2475.0634519300,2528.4794131000,-53.4159611700
970550.0003000000,2449.0508400300,2480.4531473400,-31.4023073100
970600.0003000000,2519.3445854800,2523.8859191700,-4.5413336900
970650.0003000000,2490.9793923700,2480.9713391700,10.0080532000
970700.0003000000,2511.1740489700,2517.3567436000,-6.1826946300
970750.0003000000,2456.7847080900,2483.3386801200,-26.5539720300
970800.0003000000,2436.1417965600,2506.3910009900,-70.2492044300
970850.0003000000,2520.7870018800,2500.3799307900,20.4070710900
970900.0003000000,2484.7423168900,2490.3152089200,-5.5728920300
970950.0003000000,2439.8199964000,2514.9794479400,-75.1594515400
971000.0003000000,2469.4994173500,2486.2526439300,-16.7532265800
971050.0003000000,2576.0911328400,2519.0891274300,57.0020054100
971100.0003000000,2542.0731158900,2470.9820983400,71.0910175500
971150.0003000000,2481.7852574900,2533.1517620300,-51.3665045400
971200.0003000000,2482.3113501900,2460.6934129400,21.6179372500
971250.0003000000,2483.4177295500,2535.1130902800,-51.6953607300
971300.0003000000,2488.4095477100,2473.2434033600,15.1661443500
971350.0003000000,2512.4180381900,2508.3904180400,4.0276201500
971400.0003000000,2485.6265490500,2499.7347100700,-14.1081610200
971450.0003000000,2480.5421188300,2492.8131260800,-12.2710072500
971500.0003000000,2530.4052651500,2515.9468269800,14.4584381700
971550.0003000000,2482.9080633200,2489.1724710300,-6.2644077100
971600.0003000000,2465.9506107700,2516.8623759600,-50.9117651900
971650.0003000000,2508.6353786800,2479.2152012900,29.4201773900
971700.0003000000,2546.3167230800,2526.0145091200,20.3022139600
971750.0003000000,2481.8689823100,2479.0161269900,2.8528553200
971800.0003000000,2472.3213426000,2524.6498452400,-52.3285026400
971850.0003000000,2536.1543752000,2485.4179292400,50.7364459600
971900.0003000000,2469.6970807400,2513.4145260100,-43.7174452700
971950.0003000000,2530.8586927500,2499.3121248700,31.5465678800
972000.0003000000,2534.1197944300,2506.5274887000,27.5923057300
972050.0003000000,2510.4311874500,2506.1035652700,4.3276221800
972100.0003000000,2519.5922447400,2491.3434752400,28.2487695000
972150.0003000000,2479.9911056300,2508.0457670900,-28.0546614600
972200.0003000000,2465.7810607400,2488.8761000300,-23.0950392900
972250.0003000000,2520.5762974800,2517.4747851400,3.1015123400
972300.0003000000,2542.1545760600,2465.5402084800,76.6143675800
972350.0003000000,2484.9817248500,2536.0330602800,-51.0513354300
972400.0003000000,2484.6270336300,2459.6173119900,25.0097216400
972450.0003000000,2450.6957311400,2531.9051329600,-81.2094018200
972500.0003000000,2511.9464973300,2474.1629854500,37.7835118800
972550.0003000000,2502.1761233700,2515.6964309000,-13.5203075300
972600.0003000000,2500.5100627400,2489.5517292700,10.9583334700
972650.0003000000,2518.2594209900,2511.9921272300,6.2672937600
972700.0003000000,2492.6512717800,2501.4670888600,-8.8158170800
972750.0003000000,2518.4350201200,2497.7746977400,20.6603223800
972800.0003000000,2510.0459012900,2504.4463325800,5.5995687100
972850.0003000000,2475.4705629100,2478.1452467400,-2.6746838300
972900.0003000000,2493.3691599200,2523.8769711200,-30.5078112000
972950.0003000000,2414.4127530400,2474.8012478400,-60.3884948000
973000.0003000000,2516.3788660500,2536.9849840100,-20.6061179600
973050.0003000000,2469.2499024500,2472.0968684500,-2.8469660000
973100.0003000000,2465.1784766800,2539.9814196800,-74.8029430000
973150.0003000000,2511.0389682400,2463.4773248300,47.5616434100
973200.0003000000,2513.7863838400,2529.4403231800,-15.6539393400
973250.0003000000,2451.1039595100,2468.7212651100,-17.6173056000
973300.0003000000,2504.9990099400,2519.0598213200,-14.0608113800
973350.0003000000,2498.3174413200,2492.0506942900,6.2667470300
973400.0003000000,2508.2061096500,2482.9431430600,25.2629665900
973450.0003000000,2562.6800294500,2520.4641366700,42.2158927800
973500.0003000000,2499.3895694300,2469.3983664200,29.9912030100
973550.0003000000,2510.3226023500,2534.8189322300,-24.4963298800
973600.0003000000,2522.9299182900,2465.6695668900,57.2603514000
973650.0003000000,2505.7526471200,2528.6707455600,-22.9180984400
973700.0003000000,2501.5577430500,2471.2194925500,30.3382505000
973750.0003000000,2525.0892256200,2524.0213299800,1.0678956400
973800.0003000000,2516.0554879000,2473.9257380000,42.1297499000
973850.0003000000,2491.7105056400,2522.7730289400,-31.0625233000
973900.0003000000,2498.9727058900,2480.8201562100,18.1525496800
973950.0003000000,2485.9454653700,2504.2421129100,-18.2966475400
974000.0003000000,2519.0109513400,2507.6711618400,11.3397895000
974050.0003000000,2466.4118105800,2483.4717019200,-17.0598913400
974100.0003000000,2439.4918314100,2527.7921223000,-88.3002908900
974150.0003000000,2471.8206117400,2466.4439824300,5.3766293100
974200.0003000000,2458.6069326100,2532.9778260400,-74.3708934300
974250.0003000000,2511.2064915900,2463.3785310500,47.8279605400
974300.0003000000,2532.8932053100,2534.3571277300,-1.4639224200
974350.0003000000,2486.7945358100,2463.8939375800,22.9005982300
974400.0003000000,2492.2720563800,2525.7412851900,-33.4692288100
974450.0003000000,2505.8409031600,2482.1363772400,23.7045259200
974500.0003000000,2531.3705829700,2515.6224813100,15.7481016600
974550.0003000000,2473.0023706700,2496.9239919400,-23.9216212700
974600.0003000000,2479.9971171600,2494.8296291000,-14.8325119400
974650.0003000000,2528.8647984100,2519.1650816800,9.6997167300
974700.0003000000,2513.5178646400,2476.6829303100,36.8349343300
974750.0003000000,2522.6769870400,2535.1150390700,-12.4380520300
974800.0003000000,2482.8778699000,2461.0197841600,21.8580857400
974850.0003000000,2552.0839992200,2536.4976050100,15.5863942100
974900.0003000000,2497.0518707100,2459.3833938400,37.6684768700
974950.0003000000,2494.3319932300,2530.8407148100,-36.5087215800
975000.0003000000,2498.4572266500,2479.3206986400,19.1365280100
975050.0003000000,2492.0477054200,2523.2395484400,-31.1918430200
975100.0003000000,2515.9493437200,2492.7211219800,23.2282217400
975150.0003000000,2440.3642377400,2495.0837961800,-54.7195584400
975200.0003000000,2450.4704679900,2514.5778988900,-64.1074309000
975250.0003000000,2501.4270172000,2478.3531013100,23.0739158900
975300.0003000000,2512.8232269700,2527.4248856900,-14.6016587200
975350.0003000000,2510.4669814000,2468.1634131500,42.3035682500
975400.0003000000,2521.1090880100,2531.4305379700,-10.3214499600
975450.0003000000,2535.5321063100,2461.9901214500,73.5419848600
975500.0003000000,2479.9580699800,2532.1233608800,-52.1652909000
975550.0003000000,2531.1357266400,2475.1980094500,55.9377171900
975600.0003000000,2505.0178522400,2520.7743437100,-15.7564914700
975650.0003000000,2471.5455264300,2498.5564384600,-27.0109120300
975700.0003000000,2490.1422487700,2508.7782930500,-18.6360442800
975750.0003000000,2446.5039466500,2500.9305149000,-54.4265682500
975800.0003000000,2501.8570996600,2502.7224702900,-0.8653706300
975850.0003000000,2540.3588278800,2501.1663224500,39.1925054300
975900.0003000000,2475.7186678800,2490.7774353700,-15.0587674900
975950.0003000000,2495.3338539200,2522.2863997800,-26.9525458600
976000.0003000000,2480.7635986400,2482.4433935500,-1.6797949100
976050.0003000000,2520.0489889400,2519.0494939200,0.9994950200
976100.0003000000,2517.9581237800,2478.0426477600,39.9154760200
976150.0003000000,2505.8815578000,2517.6160342000,-11.7344764000
976200.0003000000,2466.1313755500,2484.1907195200,-18.0593439700
976250.0003000000,2476.9244111800,2517.4196551100,-40.4952439300
976300.0003000000,2459.9171200200,2493.1814365900,-33.2643165700
976350.0003000000,2512.2587195600,2508.5932825500,3.6654370100
976400.0003000000,2480.5191509000,2504.7533633000,-24.2342124000
976450.0003000000,2480.3409462100,2487.1239524800,-6.7830062700
976500.0003000000,2527.7189748500,2509.9091081900,17.8098666600
976550.0003000000,2502.9404579700,2488.6941797000,14.2462782700
976600.0003000000,2535.0544105700,2508.0735181000,26.9808924700
976650.0003000000,2463.5165998600,2486.3192568900,-22.8026570300
976700.0003000000,2484.6179303600,2507.7707949300,-23.1528645700
976750.0003000000,2487.2962498800,2484.4627777300,2.8334721500
976800.0003000000,2526.3373232800,2515.6984043100,10.6389189700
976850.0003000000,2532.6141115400,2490.5139164000,42.1001951400
976900.0003000000,2536.4217245200,2505.9609506500,30.4607738700
976950.0003000000,2491.0602474800,2496.2605099500,-5.2002624700
977000.0003000000,2510.6659293600,2495.1769466600,15.4889827000
977050.0003000000,2514.3300920000,2512.3403955200,1.9896964800
977100.0003000000,2485.4865379700,2470.8234781800,14.6630597900
977150.0003000000,2515.3144222900,2519.8673278300,-4.5529055400
977200.0003000000,2479.6218161000,2474.1695459000,5.4522702000
977250.0003000000,2491.2633852500,2523.2833438200,-32.0199585700
977300.0003000000,2508.0534041900,2489.6347985200,18.4186056700
977350.0003000000,2429.7382020000,2491.6811308700,-61.9429288700
977400.0003000000,2445.6914395000,2408.6263825900,37.0650569100
977450.0003000000,2422.9422469900,2471.4476802600,-48.5054332700
977500.0003000000,2418.1962252500,2430.8576949500,-12.6614697000
977550.0003000000,2475.3349035400,2458.2452438500,17.0896596900
977600.0003000000,2465.2188002500,2461.2378902700,3.9809099800
977650.0003000000,2441.4006757800,2435.3218557800,6.0788200000
977700.0003000000,2390.2231597200,2470.4234314600,-80.2002717400
977750.0003000000,2498.5148710400,2430.2179382600,68.2969327800
977800.0003000000,2478.1693658800,2479.9245538600,-1.7551879800
977850.0003000000,2420.2505088100,2423.2155745200,-2.9650657100
977900.0003000000,2430.1033313300,2477.2014031400,-47.0980718100
977950.0003000000,2466.5938018400,2434.5601553300,32.0336465100
978000.0003000000,2406.2162184400,2450.7841639000,-44.5679454600
978050.0003000000,2421.5866769100,2450.3644385800,-28.7777616700
978100.0003000000,2397.6871497300,2438.3636681300,-40.6765184000
978150.0003000000,2465.0371719000,2465.7967621600,-0.7595902600
978200.0003000000,2519.9401796700,2423.3708594900,96.5693201800
978250.0003000000,2478.0718069500,2468.5594197800,9.5123871700
978300.0003000000,2412.3647907100,2422.7409224000,-10.3761316900
978350.0003000000,2456.8509022600,2463.2521193000,-6.4012170400
978400.0003000000,2425.1163367400,2446.4567678300,-21.3404310900
978450.0003000000,2421.1457188300,2442.2668370900,-21.1211182600
978500.0003000000,2468.5048816600,2465.8417125500,2.6631691100
978550.0003000000,2472.2421247400,2424.9427558700,47.2993688700
978600.0003000000,2405.3765430900,2466.9545942900,-61.5780512000
978650.0003000000,2439.7974921100,2431.7622563400,8.0352357700
978700.0003000000,2471.0640398800,2457.6492577400,13.4147821400
978750.0003000000,2468.4289955800,2443.0383466700,25.3906489100
978800.0003000000,2472.3146448400,2459.3229455900,12.9916992500
978850.0003000000,2465.7562780200,2441.3223681900,24.4339098300
978900.0003000000,2402.5476793300,2460.2294296000,-57.6817502700
978950.0003000000,2479.8306206100,2450.9255989600,28.9050216500
979000.0003000000,2436.7355759200,2443.7990541300,-7.0634782100
979050.0003000000,2444.9375937100,2449.7398742200,-4.8022805100
979100.0003000000,2478.3482204600,2448.0965181100,30.2517023500
979150.0003000000,2461.9952602700,2457.6638239200,4.3314363500
979200.0003000000,2454.0930012400,2430.3283004200,23.7647008200
979250.0003000000,2441.1489607600,2468.2863932000,-27.1374324400
979300.0003000000,2412.6007046400,2439.8083469800,-27.2076423400
979350.0003000000,2391.6066432500,2453.4613788000,-61.8547355500
979400.0003000000,2494.5367407200,2443.5760037700,50.9607369500
979450.0003000000,2440.0884365200,2458.1967175000,-18.1082809800
979500.0003000000,2429.7819231300,2442.9487045700,-13.1667814400
979550.0003000000,2491.6470215500,2460.9428841500,30.7041374000
979600.0003000000,2456.8394996800,2454.1635898500,2.6759098300
979650.0003000000,2477.6436910600,2449.1778428200,28.4658482400
979700.0003000000,2421.8693734600,2451.5018939000,-29.6325204400
