time_fs,T_md_K,T_ww_K,DeltaT_K
298650.0000000000,3281.0354131200,3320.9924157800,-39.9570026600
298700.0000000000,3206.4202454000,3249.0247589200,-42.6045135200
298750.0000000000,3319.5315303400,3188.8779219500,130.6536083900
298800.0000000000,3232.5094893800,3327.1142083600,-94.6047189800
298850.0000000000,3268.5395568000,3227.2198319000,41.3197249000
298900.0000000000,3268.8706379200,3195.1462816700,73.7243562500
298950.0000000000,3243.3049220300,3325.2661685300,-81.9612465000
299000.0000000000,3184.0124910800,3211.2912578300,-27.2787667500
299050.0000000000,3255.5094018800,3223.7043577500,31.8050441300
299100.0000000000,3251.9240297800,3319.1179585800,-67.1939288000
299150.0000000000,3233.2377654000,3202.9886866100,30.2490787900
299200.0000000000,3194.0473192200,3243.9340792400,-49.8867600200
299250.0000000000,3272.9605864600,3315.8557983900,-42.8952119300
299300.0000000000,3237.3715599100,3192.0202183000,45.3513416100
299350.0000000000,3295.9384548400,3261.3817859800,34.5566688600
299400.0000000000,3219.5832915200,3299.9098359200,-80.3265444000
299450.0000000000,3264.2944860000,3177.4970440600,86.7974419400
299500.0000000000,3281.7664139200,3279.6290120500,2.1374018700
299550.0000000000,3306.8768555100,3290.0001925400,16.8766629700
299600.0000000000,3213.0745327200,3168.7491981800,44.3253345400
299650.0000000000,3210.1070711300,3282.4010269200,-72.2939557900
299700.0000000000,3222.6059285900,3284.2920277300,-61.6860991400
299750.0000000000,3205.0580654300,3232.2601133500,-27.2020479200
299800.0000000000,3339.0912217800,3399.4191845700,-60.3279627900
299850.0000000000,3290.7712727600,3270.2515176000,20.5197551600
299900.0000000000,3295.8098175200,3233.2947496100,62.5150679100
299950.0000000000,3350.1305860000,3387.8287626900,-37.6981766900
300000.0000000000,3288.1912159000,3271.5646835300,16.6265323700
300050.0000000000,3304.5411886700,3248.9436832400,55.5975054300
300100.0000000000,3296.7701463300,3383.1093374000,-86.3391910700
300150.0000000000,3329.1759714300,3256.7727966900,72.4031747400
300200.0000000000,3232.1373239200,3245.5432313400,-13.4059074200
300250.0000000000,3325.5813792600,3387.2868740000,-61.7054947400
300300.0000000000,3287.8123624300,3257.9250724000,29.8872900300
300350.0000000000,3303.3241023000,3254.0549574200,49.2691448800
300400.0000000000,3337.2331142400,3394.2180866200,-56.9849723800
300450.0000000000,3384.5491235800,3256.5110275500,128.0380960300
300500.0000000000,3261.7736654000,3255.8802680600,5.8933973400
300550.0000000000,3292.7511671400,3391.9006861200,-99.1495189800
300600.0000000000,3288.9562370600,3256.5352556600,32.4209814000
300650.0000000000,3279.5436520800,3242.7799473100,36.7637047700
300700.0000000000,3284.3541356200,3402.8090710500,-118.4549354300
300750.0000000000,3296.2782231600,3240.8257364600,55.4524867000
300800.0000000000,3307.5099577800,3270.2543770300,37.2555807500
300850.0000000000,3328.8565866600,3389.0415105900,-60.1849239300
300900.0000000000,3296.3164900100,3234.5701274400,61.7463625700
300950.0000000000,3338.6952209000,3278.7914620400,59.9037588600
301000.0000000000,3285.5317727700,3403.6937304600,-118.1619576900
301050.0000000000,3253.3783351800,3228.2877352700,25.0905999100
301100.0000000000,3304.8036386500,3281.4457545300,23.3578841200
301150.0000000000,3321.3767917600,3388.8663634000,-67.4895716400
301200.0000000000,3330.6336874300,3227.1338278800,103.4998595500
301250.0000000000,3405.5243998100,3288.9812485500,116.5431512600
301300.0000000000,3291.5328056800,3397.2214204500,-105.6886147700
301350.0000000000,3360.9974244700,3214.5717848200,146.4256396500
301400.0000000000,3251.3101844400,3294.5561854500,-43.2460010100
301450.0000000000,3244.1053097900,3390.5015987900,-146.3962890000
301500.0000000000,3357.8787457500,3208.0280537200,149.8506920300
301550.0000000000,3242.8568673100,3309.3762490900,-66.5193817800
301600.0000000000,3249.6176357200,3383.9231355900,-134.3054998700
301650.0000000000,3264.5094607500,3217.1023207900,47.4071399600
301700.0000000000,3300.3576510400,3308.9431296000,-8.5854785600
301750.0000000000,3240.9691921200,3382.9402059100,-141.9710137900
301800.0000000000,3351.4878822500,3207.5578574500,143.9300248000
301850.0000000000,3338.8655938500,3311.3628878400,27.5027060100
301900.0000000000,3304.4542798300,3371.7872533700,-67.3329735400
301950.0000000000,3345.5116642300,3196.7985795800,148.7130846500
302000.0000000000,3335.6347622500,3338.1484209500,-2.5136587000
302050.0000000000,3327.7140211400,3365.4267257200,-37.7127045800
302100.0000000000,3346.9991596600,3194.7598608400,152.2392988200
302150.0000000000,3301.1771583500,3346.0164830700,-44.8393247200
302200.0000000000,3317.1981648300,3359.0269106200,-41.8287457900
302250.0000000000,3195.0091910300,3201.5284361500,-6.5192451200
302300.0000000000,3345.8172196400,3357.4027498800,-11.5855302400
302350.0000000000,3292.5991571300,3348.8579256500,-56.2587685200
302400.0000000000,3246.0465591300,3190.5293095500,55.5172495800
302450.0000000000,3220.5011552600,3365.9877201600,-145.4865649000
302500.0000000000,3291.7827841100,3338.0582995300,-46.2755154200
302550.0000000000,3258.7207833200,3200.1605079800,58.5602753400
302600.0000000000,3314.8049810000,3372.4321767300,-57.6271957300
302650.0000000000,3290.8142667300,3329.6081083700,-38.7938416400
302700.0000000000,3305.4193910700,3199.5281343000,105.8912567700
302750.0000000000,3296.7441544400,3367.2414843500,-70.4973299100
302800.0000000000,3351.8427401000,3329.8592164100,21.9835236900
302850.0000000000,3316.4539608700,3198.8280949100,117.6258659600
302900.0000000000,3329.6465223700,3373.0023287300,-43.3558063600
302950.0000000000,3271.5347908900,3312.4132982500,-40.8785073600
303000.0000000000,3277.4360420900,3199.6620942000,77.7739478900
303050.0000000000,3323.4881022800,3380.4935570000,-57.0054547200
303100.0000000000,3306.8184319700,3314.5128615100,-7.6944295400
303150.0000000000,3271.7074175300,3202.4489366400,69.2584808900
303200.0000000000,3300.7791708700,3401.2740586000,-100.4948877300
303250.0000000000,3313.0361458600,3294.4982411700,18.5379046900
303300.0000000000,3272.0001038600,3208.6872792500,63.3128246100
303350.0000000000,3310.3767276000,3409.6718129100,-99.2950853100
303400.0000000000,3316.5538513300,3285.4009024900,31.1529488400
303450.0000000000,3272.7995390000,3216.5535012600,56.2460377400
303500.0000000000,3293.7528932300,3410.3596495600,-116.6067563300
303550.0000000000,3323.5602146800,3265.4652375600,58.0949771200
303600.0000000000,3281.3286662900,3218.6408469700,62.6878193200
303650.0000000000,3289.5426679800,3415.1478122100,-125.6051442300
303700.0000000000,3346.9339336900,3266.8929824100,80.0409512800
303750.0000000000,3275.7193999800,3218.3689423800,57.3504576000
303800.0000000000,3307.2238657300,3416.4483067000,-109.2244409700
303850.0000000000,3290.0870121300,3256.1708370400,33.9161750900
303900.0000000000,3295.6474120900,3221.1965730500,74.4508390400
303950.0000000000,3290.1367372100,3424.1235240700,-133.9867868600
304000.0000000000,3275.6452395200,3242.7756180000,32.8696215200
304050.0000000000,3298.6280102400,3227.3459954200,71.2820148200
304100.0000000000,3339.7652205100,3432.9882189200,-93.2229984100
304150.0000000000,3299.2372108800,3235.6385396900,63.5986711900
304200.0000000000,3289.0987102300,3233.4605098000,55.6382004300
304250.0000000000,3337.1483230600,3428.2893609200,-91.1410378600
304300.0000000000,3210.9262190200,3223.2944210300,-12.3682020100
304350.0000000000,3372.7353058200,3258.9585789300,113.7767268900
304400.0000000000,3275.5694427000,3425.5956596900,-150.0262169900
304450.0000000000,3342.8710155000,3198.3780247800,144.4929907200
304500.0000000000,3277.8255094600,3282.0139247700,-4.1884153100
304550.0000000000,3330.9217550400,3424.8308976500,-93.9091426100
304600.0000000000,3222.6866592400,3188.6937646800,33.9928945600
304650.0000000000,3279.7730468500,3290.2496602700,-10.4766134200
304700.0000000000,3329.8041467700,3424.6650988100,-94.8609520400
304750.0000000000,3237.3067252500,3181.1439093400,56.1628159100
304800.0000000000,3331.1848864700,3299.0974053800,32.0874810900
304850.0000000000,3294.0840685700,3418.7192829500,-124.6352143800
304900.0000000000,3274.3467299500,3182.4720976100,91.8746323400
304950.0000000000,3303.9579698800,3311.0610211700,-7.1030512900
305000.0000000000,3287.9010735200,3409.1278614200,-121.2267879000
305050.0000000000,3271.0978473200,3178.3714544100,92.7263929100
305100.0000000000,3360.5996726600,3314.3395322400,46.2601404200
305150.0000000000,3281.7707854900,3406.3406010500,-124.5698155600
305200.0000000000,3291.0040543800,3174.8440924200,116.1599619600
305250.0000000000,3281.2029878700,3321.7917663600,-40.5887784900
305300.0000000000,3316.9770973600,3401.9954238600,-85.0183265000
305350.0000000000,3306.9211369100,3171.1766003700,135.7445365400
305400.0000000000,3285.9826552100,3333.5544605900,-47.5718053800
305450.0000000000,3330.5834976700,3395.4049421000,-64.8214444300
305500.0000000000,3325.5598163100,3154.9141249700,170.6456913400
305550.0000000000,3304.6153182900,3350.2285444100,-45.6132261200
305600.0000000000,3264.5378482100,3374.8682239200,-110.3303757100
305650.0000000000,3244.4838383700,3162.2102046700,82.2736337000
305700.0000000000,3422.6072958300,3366.2278626400,56.3794331900
305750.0000000000,3316.5960216000,3359.5859607800,-42.9899391800
305800.0000000000,3326.9792210500,3175.0705054600,151.9087155900
305850.0000000000,3308.0812718700,3372.9840017900,-64.9027299200
305900.0000000000,3291.1231168800,3337.3100481200,-46.1869312400
305950.0000000000,3279.1880810000,3181.9472809800,97.2408000200
306000.0000000000,3307.8481785400,3394.5616258800,-86.7134473400
306050.0000000000,3252.2298591600,3321.9824262000,-69.7525670400
306100.0000000000,3265.4829666200,3191.3898345400,74.0931320800
306150.0000000000,3274.0771362600,3396.8736337600,-122.7964975000
306200.0000000000,3359.7672022200,3308.3038781800,51.4633240400
306250.0000000000,3300.4250223000,3196.2844690500,104.1405532500
306300.0000000000,3319.8849469400,3408.8480374600,-88.9630905200
306350.0000000000,3315.5679171400,3293.5856907200,21.9822264200
306400.0000000000,3332.6000538000,3199.5064551700,133.0935986300
306450.0000000000,3293.0522288500,3411.0139135200,-117.9616846700
306500.0000000000,3375.0639802400,3285.1738399300,89.8901403100
306550.0000000000,3353.6296548600,3216.5702931200,137.0593617400
306600.0000000000,3315.9928576700,3395.0130346700,-79.0201770000
306650.0000000000,3350.5353017300,3279.1961742800,71.3391274500
306700.0000000000,3296.5659141500,3225.4544790400,71.1114351100
306750.0000000000,3299.2907269200,3399.8910733700,-100.6003464500
306800.0000000000,3292.5365850200,3261.0359150700,31.5006699500
306850.0000000000,3297.8994740600,3238.8767899900,59.0226840700
306900.0000000000,3302.6324271800,3411.8358558500,-109.2034286700
306950.0000000000,3365.2749828200,3246.0027768600,119.2722059600
307000.0000000000,3303.6912361200,3233.5193332000,70.1719029200
307050.0000000000,3350.0930089800,3419.2193142000,-69.1263052200
307100.0000000000,3277.5817561300,3242.3412329000,35.2405232300
307150.0000000000,3326.6297632400,3244.2651667400,82.3645965000
307200.0000000000,3279.2093173100,3410.0181848400,-130.8088675300
307250.0000000000,3257.8506511900,3233.7653663500,24.0852848400
307300.0000000000,3244.4795616900,3255.3747022800,-10.8951405900
307350.0000000000,3278.5345844600,3418.5222005400,-139.9876160800
307400.0000000000,3254.8701391700,3227.7163117300,27.1538274400
307450.0000000000,3284.4967540800,3269.2644146100,15.2323394700
307500.0000000000,3308.3719850200,3414.1446373300,-105.7726523100
307550.0000000000,3256.1188249700,3226.0046223700,30.1142026000
307600.0000000000,3324.4920272200,3274.4176294700,50.0743977500
307650.0000000000,3314.0715990800,3409.6341694100,-95.5625703300
307700.0000000000,3296.1766899200,3211.7184885600,84.4582013600
307750.0000000000,3307.5912389300,3282.5548888000,25.0363501300
307800.0000000000,3342.5527466700,3400.8432874100,-58.2905407400
307850.0000000000,3282.0066293800,3211.1187076500,70.8879217300
307900.0000000000,3283.3305067000,3297.2408502100,-13.9103435100
307950.0000000000,3273.9936530400,3399.0701192400,-125.0764662000
308000.0000000000,3278.5832479700,3195.7955769600,82.7876710100
308050.0000000000,3330.7774986100,3314.2121522600,16.5653463500
308100.0000000000,3342.6897885900,3390.9713838800,-48.2815952900
308150.0000000000,3326.9119957500,3192.1376318900,134.7743638600
308200.0000000000,3273.0399790800,3333.6649166300,-60.6249375500
308250.0000000000,3337.3498799600,3374.3874882800,-37.0376083200
308300.0000000000,3348.4235454800,3203.7383424600,144.6852030200
308350.0000000000,3320.7164100200,3326.4368806300,-5.7204706100
308400.0000000000,3342.5824252100,3368.3923158100,-25.8098906000
308450.0000000000,3302.6353544500,3197.9845617500,104.6507927000
308500.0000000000,3328.2279338300,3338.2974703600,-10.0695365300
308550.0000000000,3303.1477991000,3361.9883172500,-58.8405181500
308600.0000000000,3266.5614061400,3199.4470367600,67.1143693800
308650.0000000000,3373.2215463300,3349.4775973700,23.7439489600
308700.0000000000,3309.1094706900,3349.8646014600,-40.7551307700
308750.0000000000,3292.5294148800,3202.0934952700,90.4359196100
308800.0000000000,3290.6754832300,3348.4612836500,-57.7858004200
308850.0000000000,3308.9599992800,3340.9486617000,-31.9886624200
308900.0000000000,3335.2278930300,3203.7123301300,131.5155629000
308950.0000000000,3294.7630081900,3361.5101015200,-66.7470933300
309000.0000000000,3311.7659465900,3330.9823503200,-19.2164037300
309050.0000000000,3336.8493026700,3212.9455085600,123.9037941100
309100.0000000000,3285.0652314600,3368.4625624600,-83.3973310000
309150.0000000000,3339.2907546200,3313.4129369400,25.8778176800
309200.0000000000,3308.4483385200,3216.6522790900,91.7960594300
309250.0000000000,3262.6066148100,3372.2017059100,-109.5950911000
309300.0000000000,3278.3390730200,3316.9815239000,-38.6424508800
309350.0000000000,3302.4159523800,3216.4158962700,86.0000561100
309400.0000000000,3270.0109687800,3374.6999394600,-104.6889706800
309450.0000000000,3337.0302937400,3303.8548432200,33.1754505200
309500.0000000000,3256.3061907600,3222.0287275200,34.2774632400
309550.0000000000,3272.0538591000,3385.4245422500,-113.3706831500
309600.0000000000,3269.2780425400,3297.6998971900,-28.4218546500
309650.0000000000,3301.9351599500,3225.5273342800,76.4078256700
309700.0000000000,3343.0006774100,3381.9075537500,-38.9068763400
309750.0000000000,3356.8954315200,3279.3275643000,77.5678672200
309800.0000000000,3298.7459721600,3235.4397445400,63.3062276200
309850.0000000000,3338.9308479600,3381.2467932600,-42.3159453000
309900.0000000000,3271.9474619700,3282.1473548300,-10.1998928600
309950.0000000000,3272.8838194500,3235.6952741700,37.1885452800
310000.0000000000,3251.8766590500,3379.6059557900,-127.7292967400
310050.0000000000,3249.3624696500,3275.8123182500,-26.4498486000
310100.0000000000,3230.6684951200,3238.8253646200,-8.1568695000
310150.0000000000,3259.4190397000,3381.7812544200,-122.3622147200
310200.0000000000,3281.2879849600,3270.4741790900,10.8138058700
310250.0000000000,3321.9990465700,3242.1691803900,79.8298661800
310300.0000000000,3256.2900015300,3389.6823938000,-133.3923922700
310350.0000000000,3318.6128180500,3247.4254785000,71.1873395500
310400.0000000000,3331.2403799000,3258.0265324600,73.2138474400
310450.0000000000,3300.2377554000,3391.3825943300,-91.1448389300
310500.0000000000,3297.7232301300,3242.1059151500,55.6173149800
310550.0000000000,3322.9197903800,3265.8384858700,57.0813045100
310600.0000000000,3308.2960260700,3392.2625704600,-83.9665443900
310650.0000000000,3263.8548238700,3242.9607474300,20.8940764400
310700.0000000000,3244.3807772000,3270.7830087200,-26.4022315200
310750.0000000000,3273.1431170400,3397.3155235400,-124.1724065000
310800.0000000000,3305.4615699100,3238.8784109700,66.5831589400
310850.0000000000,3251.4977892300,3264.8322636600,-13.3344744300
310900.0000000000,3243.5508977600,3394.0356793000,-150.4847815400
310950.0000000000,3311.0169785900,3231.8377171600,79.1792614300
311000.0000000000,3244.3973612300,3275.2184516500,-30.8210904200
311050.0000000000,3327.4257617200,3398.7636587400,-71.3378970200
311100.0000000000,3273.9487908900,3228.3893911100,45.5593997800
311150.0000000000,3325.5928042900,3283.4782618200,42.1145424700
311200.0000000000,3266.5241371300,3397.5785409400,-131.0544038100
311250.0000000000,3239.8240482100,3234.2741656200,5.5498825900
311300.0000000000,3334.9675655600,3276.3096417400,58.6579238200
311350.0000000000,3251.0027904100,3389.5256177300,-138.5228273200
311400.0000000000,3361.3286336600,3222.7238347500,138.6047989100
311450.0000000000,3246.3859628400,3291.2979713700,-44.9120085300
311500.0000000000,3307.6355016700,3392.2950433700,-84.6595417000
311550.0000000000,3350.4113667000,3219.1009473400,131.3104193600
311600.0000000000,3317.1008580800,3311.2075853200,5.8932727600
311650.0000000000,3293.5060450800,3378.0826198400,-84.5765747600
311700.0000000000,3223.7255713700,3208.6294753000,15.0960960700
311750.0000000000,3280.0198090800,3307.7364883300,-27.7166792500
311800.0000000000,3335.0722679000,3380.5352220600,-45.4629541600
311850.0000000000,3237.7414519600,3190.6425589600,47.0988930000
311900.0000000000,3326.2215104600,3325.3077246400,0.9137858200
311950.0000000000,3342.0574547000,3372.2571513500,-30.1996966500
312000.0000000000,3290.0751235200,3193.1646979300,96.9104255900
312050.0000000000,3272.0276402800,3326.2393470100,-54.2117067300
312100.0000000000,3326.1917351800,3382.9955561300,-56.8038209500
312150.0000000000,3363.7699645300,3191.6333129000,172.1366516300
312200.0000000000,3263.0751800300,3330.6899350600,-67.6147550300
312250.0000000000,3318.7237247000,3381.3489323800,-62.6252076800
312300.0000000000,3292.6339832100,3189.3585035400,103.2754796700
312350.0000000000,3262.6073918400,3323.4814799600,-60.8740881200
312400.0000000000,3241.9542135300,3380.5026873500,-138.5484738200
312450.0000000000,3304.2853693000,3191.5574604500,112.7279088500
312500.0000000000,3300.8434056400,3340.2659349000,-39.4225292600
312550.0000000000,3247.0572682900,3368.3349322100,-121.2776639200
312600.0000000000,3289.3791830000,3193.5396632200,95.8395197800
312650.0000000000,3208.1473189400,3340.0993791300,-131.9520601900
312700.0000000000,3228.8442104700,3362.1846507200,-133.3404402500
312750.0000000000,3294.6628797100,3202.6319094300,92.0309702800
312800.0000000000,3349.1262686000,3338.3880368300,10.7382317700
312850.0000000000,3296.9935356200,3357.1577431200,-60.1642075000
312900.0000000000,3238.5001037300,3197.7049354300,40.7951683000
312950.0000000000,3280.0268620100,3351.8652091300,-71.8383471200
313000.0000000000,3280.4588987700,3351.4189046900,-70.9600059200
313050.0000000000,3269.8099947000,3188.5762226300,81.2337720700
313100.0000000000,3309.6374601000,3368.5021206800,-58.8646605800
313150.0000000000,3313.1020489300,3337.4650178300,-24.3629689000
313200.0000000000,3363.4027183000,3180.0326446700,183.3700736300
313250.0000000000,3262.2236650000,3385.0237974200,-122.8001324200
313300.0000000000,3334.3934759800,3313.1267452500,21.2667307300
313350.0000000000,3234.0415850300,3193.5167659700,40.5248190600
313400.0000000000,3300.5939685300,3385.4841483700,-84.8901798400
313450.0000000000,3270.8260650300,3302.5754882900,-31.7494232600
313500.0000000000,3345.3724412400,3294.6361637100,50.7362775300
313550.0000000000,3308.7283441000,3405.8244740600,-97.0961299600
313600.0000000000,3324.5501454400,3347.5197362800,-22.9695908400
313650.0000000000,3329.5119263400,3300.1214424300,29.3904839100
313700.0000000000,3318.8881655700,3404.2092162200,-85.3210506500
313750.0000000000,3309.9768861000,3356.3670332300,-46.3901471300
313800.0000000000,3326.1435234200,3294.3986295900,31.7448938300
313850.0000000000,3350.7922587800,3396.4727244400,-45.6804656600
313900.0000000000,3355.6401693400,3361.4334532200,-5.7932838800
313950.0000000000,3355.8614681300,3296.0895499200,59.7719182100
314000.0000000000,3297.0202688900,3386.6845216200,-89.6642527300
314050.0000000000,3398.6153307400,3370.3534514700,28.2618792700
314100.0000000000,3473.5327316700,3293.7262870300,179.8064446400
314150.0000000000,3395.4793611600,3390.3266038600,5.1527573000
314200.0000000000,3343.0286278400,3374.7126239700,-31.6839961300
314250.0000000000,3308.5139251200,3286.1062147600,22.4077103600
314300.0000000000,3367.8179899700,3373.1087897000,-5.2907997300
314350.0000000000,3363.1916175100,3381.3300496100,-18.1384321000
314400.0000000000,3335.3750492100,3292.4840509000,42.8909983100
314450.0000000000,3303.4567748800,3374.4796581000,-71.0228832200
314500.0000000000,3328.0505161700,3386.9033486600,-58.8528324900
314550.0000000000,3439.7233635900,3299.5583081600,140.1650554300
314600.0000000000,3314.5716299700,3347.8351253500,-33.2634953800
314650.0000000000,3338.7679064000,3401.1889515800,-62.4210451800
314700.0000000000,3288.3764275400,3296.6781350600,-8.3017075200
314750.0000000000,3326.1848509300,3341.3931099900,-15.2082590600
314800.0000000000,3376.6212823800,3419.7946277800,-43.1733454000
314850.0000000000,3400.6311146400,3296.5832361200,104.0478785200
314900.0000000000,3383.8481248500,3333.6455387000,50.2025861500
314950.0000000000,3365.2020170300,3420.8291784000,-55.6271613700
315000.0000000000,3359.9095751500,3303.4396286700,56.4699464800
315050.0000000000,3322.7470073000,3333.2344302100,-10.4874229100
315100.0000000000,3354.7369506600,3427.3011614400,-72.5642107800
315150.0000000000,3336.1486192700,3299.8425522600,36.3060670100
315200.0000000000,3399.8081309800,3311.2483283700,88.5598026100
315250.0000000000,3365.0422431900,3423.2681234800,-58.2258802900
315300.0000000000,3392.5166061500,3308.5632306200,83.9533755300
315350.0000000000,3337.2185171900,3311.3532894000,25.8652277900
315400.0000000000,3364.5937892000,3429.8633879800,-65.2695987800
315450.0000000000,3272.5960656000,3317.8835648100,-45.2874992100
315500.0000000000,3327.9189579800,3293.4298226200,34.4891353600
315550.0000000000,3411.1888216300,3425.4477431600,-14.2589215300
315600.0000000000,3398.7830951200,3336.6630481700,62.1200469500
315650.0000000000,3471.5346875300,3291.5197037500,180.0149837800
315700.0000000000,3377.0406223800,3420.5356751800,-43.4950528000
315750.0000000000,3301.6366127600,3347.1649570200,-45.5283442600
315800.0000000000,3310.1948977200,3281.3967967700,28.7981009500
315850.0000000000,3341.0544561600,3415.0155472600,-73.9610911000
315900.0000000000,3246.8361596900,3355.0644709600,-108.2283112700
315950.0000000000,3396.4830810500,3278.7306905200,117.7523905300
316000.0000000000,3334.0395495700,3405.3619650600,-71.3224154900
316050.0000000000,3254.6242756700,3358.0452473700,-103.4209717000
316100.0000000000,3309.4435591400,3288.9979086900,20.4456504500
316150.0000000000,3344.4463392500,3396.4793990300,-52.0330597800
316200.0000000000,3310.9193156700,3369.0040970300,-58.0847813600
316250.0000000000,3367.7418608800,3291.3749939800,76.3668669000
316300.0000000000,3393.6936437300,3385.2991194800,8.3945242500
316350.0000000000,3358.6289650100,3359.8182101500,-1.1892451400
316400.0000000000,3356.9115064900,3290.0786891900,66.8328173000
316450.0000000000,3313.8251426700,3388.2721434100,-74.4470007400
316500.0000000000,3318.6208824800,3368.2468512500,-49.6259687700
316550.0000000000,3364.8289629100,3279.9029322700,84.9260306400
316600.0000000000,3349.9852447900,3408.1042431900,-58.1189984000
316650.0000000000,3324.2970874100,3378.5487945600,-54.2517071500
316700.0000000000,3303.6811885200,3281.3391081300,22.3420803900
316750.0000000000,3386.3730422900,3386.7358117200,-0.3627694300
316800.0000000000,3427.0002595600,3381.9299096700,45.0703498900
316850.0000000000,3325.3778288000,3289.3050906000,36.0727382000
316900.0000000000,3354.3172580600,3379.0314944400,-24.7142363800
316950.0000000000,3321.5453761200,3388.3531363400,-66.8077602200
317000.0000000000,3384.3397587200,3287.3442723400,96.9954863800
317050.0000000000,3330.3916179400,3356.9210695100,-26.5294515700
317100.0000000000,3371.3246704300,3396.0968370500,-24.7721666200
317150.0000000000,3328.1027980800,3285.6373090900,42.4654889900
317200.0000000000,3309.6849947900,3348.9536926400,-39.2686978500
317250.0000000000,3351.2377231500,3396.4135696400,-45.1758464900
317300.0000000000,3368.1194086900,3310.4450799300,57.6743287600
317350.0000000000,3352.1641250000,3334.9055366400,17.2585883600
317400.0000000000,3332.5891979000,3411.7183779100,-79.1291800100
317450.0000000000,3344.7757449500,3317.6508655600,27.1248793900
317500.0000000000,3290.7112268200,3319.7283149400,-29.0170881200
317550.0000000000,3336.8190125100,3407.3048605800,-70.4858480700
317600.0000000000,3368.2780291100,3318.9016822400,49.3763468700
317650.0000000000,3334.3073621100,3317.4741637700,16.8331983400
317700.0000000000,3390.3624752300,3414.8536568500,-24.4911816200
317750.0000000000,3417.8556225600,3329.7511910100,88.1044315500
317800.0000000000,3368.0312344300,3299.4726844800,68.5585499500
317850.0000000000,3298.3828218000,3422.5896883500,-124.2068665500
317900.0000000000,3371.1702390400,3333.5361347400,37.6341043000
317950.0000000000,3331.5020298300,3292.9095861300,38.5924437000
318000.0000000000,3419.8203613200,3424.2621672700,-4.4418059500
318050.0000000000,3365.6974985800,3349.4490030200,16.2484955600
318100.0000000000,3325.7506729000,3283.1625212300,42.5881516700
318150.0000000000,3367.5766715100,3418.5097169400,-50.9330454300
318200.0000000000,3390.7449707200,3371.5205567000,19.2244140200
318250.0000000000,3368.9752205900,3263.6213794700,105.3538411200
318300.0000000000,3401.5588298800,3403.1449745100,-1.5861446300
318350.0000000000,3413.4627030400,3383.1648236000,30.2978794400
318400.0000000000,3368.0082404700,3261.8185960300,106.1896444400
318450.0000000000,3341.1670145000,3396.3085243500,-55.1415098500
318500.0000000000,3352.5578982800,3392.2431888800,-39.6852906000
318550.0000000000,3338.2776382900,3268.9468056100,69.3308326800
318600.0000000000,3344.6952427300,3380.4172820600,-35.7220393300
318650.0000000000,3365.8396859000,3399.7771028900,-33.9374169900
318700.0000000000,3359.9342527800,3277.3470654400,82.5871873400
318750.0000000000,3365.3566114900,3369.1344365900,-3.7778251000
318800.0000000000,3331.2765429100,3411.3984944000,-80.1219514900
318850.0000000000,3299.7865410000,3274.7655348400,25.0210061600
318900.0000000000,3441.1567452100,3350.9638230100,90.1929222000
318950.0000000000,3380.5119198100,3435.6538012500,-55.1418814400
319000.0000000000,3356.6899772100,3267.4776508400,89.2123263700
319050.0000000000,3325.3141350500,3333.1493808500,-7.8352458000
319100.0000000000,3407.2137838300,3453.6869078100,-46.4731239800
319150.0000000000,3362.0235534700,3280.3018458900,81.7217075800
319200.0000000000,3404.8063420400,3320.8727479200,83.9335941200
319250.0000000000,3335.3650350100,3447.6556967700,-112.2906617600
319300.0000000000,3364.5033854900,3288.5416303200,75.9617551700
319350.0000000000,3293.6445237300,3310.1693544300,-16.5248307000
319400.0000000000,3328.3340760700,3448.6786526400,-120.3445765700
319450.0000000000,3356.0257013300,3299.2133101200,56.8123912100
319500.0000000000,3356.6541766300,3301.5975481500,55.0566284800
319550.0000000000,3383.0258236400,3442.0884378900,-59.0626142500
319600.0000000000,3394.8047217000,3308.9174971000,85.8872246000
319650.0000000000,3343.5495317700,3286.2114241600,57.3381076100
319700.0000000000,3338.9633834100,3435.0399674600,-96.0765840500
319750.0000000000,3406.8477144900,3330.1783976900,76.6693168000
319800.0000000000,3357.2733593300,3281.0273837600,76.2459755700
319850.0000000000,3369.6041879100,3427.2805874800,-57.6763995700
319900.0000000000,3350.0530479100,3345.4355625600,4.6174853500
319950.0000000000,3336.6949851000,3275.0706843800,61.6243007200
320000.0000000000,3296.0329152600,3439.3173103300,-143.2843950700
320050.0000000000,3290.4538602800,3350.2166740900,-59.7628138100
320100.0000000000,3345.1773396300,3268.7680290400,76.4093105900
320150.0000000000,3349.2729075100,3430.8077771300,-81.5348696200
320200.0000000000,3367.6163181600,3366.4286831200,1.1876350400
320250.0000000000,3286.5623000200,3263.2436284000,23.3186716200
320300.0000000000,3360.1937409700,3414.5267295500,-54.3329885800
320350.0000000000,3293.4721187400,3375.1872425000,-81.7151237600
320400.0000000000,3349.4185512200,3269.7226359200,79.6959153000
320450.0000000000,3361.0120996400,3406.7156270600,-45.7035274200
320500.0000000000,3349.7056809400,3381.2640827600,-31.5584018200
320550.0000000000,3335.8719284300,3259.9083433800,75.9635850500
320600.0000000000,3408.0858147300,3401.6869508200,6.3988639100
320650.0000000000,3273.4755404700,3393.2646408900,-119.7891004200
320700.0000000000,3324.4394261200,3258.8991077700,65.5403183500
320750.0000000000,3359.1173147100,3374.9986839600,-15.8813692500
